,Created Date,Closed Date,Agency Name,Complaint Type,Status,Street Name,Location Type,Borough,Latitude,Longitude,created_timestamp,created_hour,created_month,created_day
718761,04/14/2015 12:00:00 AM,04/16/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,83 STREET,RESIDENTIAL BUILDING,BROOKLYN,40.602992662455264,-73.99093214825727,1429002000.0,12,4,1
837799,04/20/2015 12:00:00 AM,05/07/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,21 DRIVE,RESIDENTIAL BUILDING,BROOKLYN,40.59845583921303,-74.00267911965145,1429520400.0,12,4,0
1358700,04/30/2015 11:32:00 AM,04/29/2015 11:31:00 AM,Department of Transportation,Street Light Condition,Pending,,,QUEENS,40.67624416339254,-73.8479159377912,1430382720.0,11,4,3
1060024,04/28/2015 08:14:35 PM,04/30/2015 02:43:46 PM,Department of Transportation,Street Condition,Closed,3 AVENUE,Street,MANHATTAN,40.73544953049529,-73.98562064265062,1430198075.0,8,4,1
1604728,04/07/2015 10:29:00 AM,04/07/2015 10:29:00 AM,Department of Transportation,Street Light Condition,Closed,FRANCES HAMBURGER STERNBERG,,BROOKLYN,,,1428391740.0,10,4,1
727685,04/21/2015 12:00:00 AM,04/23/2015 12:00:00 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,WEST  135 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.81932553101754,-73.95312237808228,1429606800.0,12,4,1
790406,04/22/2015 11:23:32 PM,06/04/2015 10:15:52 AM,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Closed,228 STREET,Street,QUEENS,40.680873215335076,-73.73987594664756,1429691012.0,11,4,2
1626190,04/17/2015 06:20:08 PM,05/11/2015 02:08:00 PM,Department of Transportation,Street Condition,Closed,EUGENE STREET,,STATEN ISLAND,40.50913016800817,-74.2279965677793,1429240808.0,6,4,4
2072792,04/04/2015 09:35:06 PM,04/04/2015 10:01:18 PM,New York City Police Department,Noise - Residential,Closed,NEW YORK AVENUE,Residential Building/House,BROOKLYN,40.659828414493695,-73.94763701404328,1428129306.0,9,4,5
1620614,04/15/2015 09:24:00 AM,05/02/2015 12:50:00 PM,Department of Transportation,Street Condition,Closed,EAST   41 STREET,,MANHATTAN,40.74809436852616,-73.97013506426973,1429079040.0,9,4,2
2073247,04/04/2015 09:58:05 PM,04/04/2015 11:24:47 PM,New York City Police Department,Noise - Residential,Closed,HENRY STREET,Residential Building/House,MANHATTAN,40.713763193124905,-73.98554956996014,1428130685.0,9,4,5
844406,04/30/2015 12:00:00 AM,05/18/2015 12:00:00 AM,Department of Housing Preservation and Development,SAFETY,Closed,DITMAS AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.635798951212735,-73.97570148671275,1430384400.0,12,4,3
277773,04/15/2015 10:43:00 AM,04/15/2015 10:43:00 AM,Department of Transportation,Street Light Condition,Closed,,,MANHATTAN,,,1429083780.0,10,4,2
695759,04/03/2015 12:00:00 AM,04/08/2015 12:00:00 AM,Department of Housing Preservation and Development,PLUMBING,Closed,ELLWOOD STREET,RESIDENTIAL BUILDING,MANHATTAN,40.86121397345453,-73.92905903502795,1428051600.0,12,4,4
708031,04/09/2015 12:00:00 AM,04/13/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,173 STREET,RESIDENTIAL BUILDING,QUEENS,40.67367388096982,-73.76823605621219,1428570000.0,12,4,3
691430,04/01/2015 05:26:15 PM,04/03/2015 09:53:21 AM,DOB Inspections - Queens,Construction,Closed,63 DRIVE,Street Address,QUEENS,40.729470158354246,-73.8627534464835,1427855175.0,5,4,2
710000,04/10/2015 12:00:00 AM,04/30/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,CROWN STREET,RESIDENTIAL BUILDING,BROOKLYN,40.666343686662,-73.95201873752808,1428656400.0,12,4,4
2083139,04/18/2015 03:01:15 PM,04/18/2015 05:23:18 PM,New York City Police Department,Noise - Residential,Closed,97 AVENUE,Residential Building/House,QUEENS,40.69449247695388,-73.81490318453159,1429315275.0,3,4,5
1593340,04/01/2015 06:10:12 PM,04/01/2015 06:10:12 PM,Department of Transportation,Street Condition,Closed,BROOKLYN AVENUE,,BROOKLYN,40.65057666566949,-73.94375219166571,1427857812.0,6,4,2
1618213,04/14/2015 11:58:38 AM,05/07/2015 02:00:00 PM,Department of Transportation,Street Condition,Closed,AVENUE N,,BROOKLYN,40.62362053084289,-73.90991304200608,1429001918.0,11,4,1
698906,04/05/2015 12:00:00 AM,04/11/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,EASTERN PARKWAY,RESIDENTIAL BUILDING,BROOKLYN,40.669130826453525,-73.93736689193244,1428224400.0,12,4,6
725330,04/19/2015 12:00:00 AM,04/22/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,WILLIS AVENUE,RESIDENTIAL BUILDING,BRONX,40.80944733207732,-73.92265165698456,1429434000.0,12,4,6
72731,04/13/2015 09:07:37 PM,04/13/2015 10:00:11 PM,New York City Police Department,Blocked Driveway,Closed,146 STREET,Street/Sidewalk,QUEENS,40.766900748623094,-73.8210484715988,1428905257.0,9,4,0
717911,04/15/2015 12:00:00 AM,05/02/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,CENTRAL PARK WEST,RESIDENTIAL BUILDING,MANHATTAN,40.78407520956014,-73.97023808874229,1429088400.0,12,4,2
1618429,04/14/2015 04:49:00 PM,04/14/2015 04:49:00 PM,BCC - Staten Island,Derelict Vehicles,Pending,HYLAN BOULEVARD,Street,STATEN ISLAND,40.61219981522577,-74.06982273129967,1428976140.0,4,4,1
283546,04/21/2015 02:52:51 PM,04/22/2015 07:00:40 AM,Department of Finance,DOF Literature Request,Closed,,,Unspecified,,,1429573971.0,2,4,1
1644100,04/29/2015 04:47:00 PM,04/29/2015 05:00:00 PM,Department of Environmental Protection,Water Conservation,Closed,HURON ST,,QUEENS,40.665206402291346,-73.83715981550536,1430272020.0,4,4,2
290642,04/28/2015 11:01:07 AM,05/15/2015 12:25:32 PM,Department of Consumer Affairs,DCA Literature Request,Closed,,,Unspecified,,,1430208067.0,11,4,1
284273,04/01/2015 05:16:07 PM,04/15/2015 02:45:33 PM,Department of Consumer Affairs,DCA Literature Request,Closed,,,Unspecified,,,1427854567.0,5,4,2
718100,04/15/2015 12:00:00 AM,04/23/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,FOSTER AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.63687228645743,-73.95728595551563,1429088400.0,12,4,2
316259,04/13/2015 09:12:37 AM,,Department of Parks and Recreation,Illegal Tree Damage,Assigned,NORTH 6 STREET,Street,BROOKLYN,40.71848645644448,-73.96023865903108,1428905557.0,9,4,0
2082473,04/18/2015 08:47:25 PM,04/19/2015 12:30:50 AM,New York City Police Department,Noise - Residential,Closed,EAST 160 STREET,Residential Building/House,BRONX,40.82415167612544,-73.91605495993181,1429336045.0,8,4,5
2074373,04/07/2015 12:25:32 AM,04/07/2015 06:40:00 AM,New York City Police Department,Noise - Residential,Closed,EAST 153 STREET,Residential Building/House,BRONX,40.819867352159974,-73.9201755140413,1428398732.0,12,4,1
2073507,04/05/2015 10:20:08 PM,04/06/2015 01:28:47 AM,New York City Police Department,Noise - Residential,Closed,ATLANTIC AVENUE,Residential Building/House,BROOKLYN,40.6863673914449,-73.98340650087776,1428218408.0,10,4,6
1619479,04/15/2015 02:32:51 AM,04/15/2015 02:49:13 AM,New York City Police Department,Noise - Vehicle,Closed,BROOME STREET,Street/Sidewalk,MANHATTAN,40.71874558345745,-73.9923088817157,1429054371.0,2,4,2
2073791,04/05/2015 02:37:31 AM,04/05/2015 03:43:06 AM,New York City Police Department,Noise - Residential,Closed,BROADWAY,Residential Building/House,BRONX,40.90535137830749,-73.89645716668805,1428190651.0,2,4,6
112893,04/30/2015 08:09:37 PM,04/30/2015 09:56:58 PM,New York City Police Department,Noise - Street/Sidewalk,Closed,LINDEN BOULEVARD,Street/Sidewalk,BROOKLYN,40.66920807942253,-73.86451402409841,1430370577.0,8,4,3
726185,04/20/2015 12:00:00 AM,04/22/2015 12:00:00 AM,Department of Housing Preservation and Development,PLUMBING,Closed,MACON STREET,RESIDENTIAL BUILDING,BROOKLYN,40.68220282775915,-73.93995777840605,1429520400.0,12,4,0
2085462,04/21/2015 07:20:49 PM,04/21/2015 09:05:22 PM,New York City Police Department,Noise - Residential,Closed,DECATUR AVENUE,Residential Building/House,BRONX,40.879228024835,-73.87235263653268,1429590049.0,7,4,1
710492,04/10/2015 12:00:00 AM,04/24/2015 12:00:00 AM,Department of Housing Preservation and Development,PLUMBING,Closed,CRESTON AVENUE,RESIDENTIAL BUILDING,BRONX,40.85681321203143,-73.90152137339915,1428656400.0,12,4,4
838570,04/21/2015 12:00:00 AM,05/19/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,WESTCHESTER AVENUE,RESIDENTIAL BUILDING,BRONX,40.82238724077358,-73.89632611778347,1429606800.0,12,4,1
297889,04/19/2015 09:39:36 AM,04/29/2015 08:02:37 AM,Department of Parks and Recreation,Maintenance or Facility,Closed,,Park,QUEENS,,,1429425576.0,9,4,6
697221,04/04/2015 11:33:04 PM,04/05/2015 12:39:24 AM,New York City Police Department,Blocked Driveway,Closed,7 STREET,Street/Sidewalk,BROOKLYN,40.669467813695775,-73.98337465720961,1428136384.0,11,4,5
706219,04/08/2015 12:00:00 AM,04/10/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,BRYANT AVENUE,RESIDENTIAL BUILDING,BRONX,40.82695298094996,-73.88885385278444,1428483600.0,12,4,2
49429,04/11/2015 02:05:47 AM,04/11/2015 03:40:46 AM,New York City Police Department,Noise - Commercial,Closed,BUSHWICK AVENUE,Club/Bar/Restaurant,BROOKLYN,40.68970483200626,-73.9185211809637,1428707147.0,2,4,5
936022,04/24/2015 03:57:37 PM,04/24/2015 05:17:57 PM,New York City Police Department,Illegal Parking,Closed,KINGS HIGHWAY,Street/Sidewalk,BROOKLYN,40.60740851069687,-73.96171658354439,1429837057.0,3,4,4
83356,04/23/2015 10:23:53 PM,04/23/2015 11:37:48 PM,New York City Police Department,Drinking,Closed,BOERUM STREET,Street/Sidewalk,BROOKLYN,40.705831605275776,-73.94352523049047,1429773833.0,10,4,3
695221,04/03/2015 12:00:00 AM,04/06/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,ARDEN STREET,RESIDENTIAL BUILDING,MANHATTAN,40.861937381906316,-73.92714580413967,1428051600.0,12,4,4
1259119,04/04/2015 09:55:05 PM,04/07/2015 01:43:55 PM,New York City Police Department,Noise - Commercial,Closed,JAMAICA AVENUE,Store/Commercial,QUEENS,40.71159894212768,-73.76983198736392,1428130505.0,9,4,5
709392,04/10/2015 12:00:00 AM,04/23/2015 12:00:00 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,NEW LOTS AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.657060827262995,-73.90381654525817,1428656400.0,12,4,4
1640863,04/25/2015 07:00:00 PM,04/27/2015 10:47:00 AM,Department of Environmental Protection,Noise,Closed,6 AVE,,MANHATTAN,40.751410371325974,-73.98659890943122,1429934400.0,7,4,5
834898,04/07/2015 12:00:00 AM,06/01/2015 12:00:00 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,ADRIAN AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.875894942376384,-73.91247127084895,1428397200.0,12,4,1
1621068,04/15/2015 10:40:00 AM,04/16/2015 12:00:00 PM,BCC - Brooklyn South,Sanitation Condition,Closed,18 AVENUE,Sidewalk,BROOKLYN,40.62707994866783,-73.98220719478415,1429083600.0,10,4,2
2084190,04/19/2015 06:47:51 PM,04/19/2015 10:15:21 PM,New York City Police Department,Noise - Residential,Closed,128 STREET,Residential Building/House,QUEENS,40.68855316839335,-73.8168596140342,1429415271.0,6,4,6
48315,04/26/2015 04:53:46 PM,04/26/2015 10:20:14 PM,New York City Police Department,Blocked Driveway,Closed,BEDFORD AVENUE,Street/Sidewalk,BROOKLYN,40.65485574043736,-73.9562905461044,1430013226.0,4,4,6
1610854,04/10/2015 03:27:00 PM,04/14/2015 11:00:00 AM,Department of Environmental Protection,Lead,Closed,KENT AVE,,BROOKLYN,40.709318764068776,-73.96849684396268,1428625620.0,3,4,4
288392,04/17/2015 09:00:30 AM,04/17/2015 11:46:02 AM,Department of Housing Preservation and Development,HPD Literature Request,Closed,,,Unspecified,,,1429250430.0,9,4,4
1088075,04/21/2015 08:10:12 PM,04/21/2015 11:22:34 PM,New York City Police Department,Blocked Driveway,Closed,33 STREET,Street/Sidewalk,QUEENS,40.777517291973865,-73.90700407379501,1429593012.0,8,4,1
1618007,04/14/2015 06:05:22 PM,05/08/2015 08:40:00 AM,Department of Transportation,Street Condition,Closed,OAKDALE STREET,,STATEN ISLAND,40.5422085378757,-74.16132436200384,1428980722.0,6,4,1
1614462,04/12/2015 11:52:00 PM,04/13/2015 03:35:00 AM,Department of Environmental Protection,Water System,Closed,,,BROOKLYN,40.69455870892529,-73.94324268024197,1428828720.0,11,4,6
1408336,04/25/2015 10:08:14 AM,,Department of Sanitation,Graffiti,Open,243 street,,BROOKLYN,,,1429945694.0,10,4,5
1598979,04/03/2015 12:00:44 PM,04/08/2015 12:00:00 AM,Department of Buildings,Special Enforcement,Closed,EASTCHESTER ROAD,,BRONX,40.84978848980069,-73.8434780494169,1428051644.0,12,4,4
74307,04/30/2015 12:38:21 PM,08/26/2015 12:00:00 AM,Department of Sanitation,Graffiti,Closed,NORTH    7 STREET,,BROOKLYN,40.71504189047123,-73.95322458084041,1430386701.0,12,4,3
1362629,04/27/2015 12:21:28 PM,05/12/2015 09:05:00 AM,Department of Transportation,Street Condition,Closed,CHESTERTON AVENUE,,STATEN ISLAND,40.55847823587045,-74.12765712357341,1430126488.0,12,4,0
838322,04/21/2015 12:00:00 AM,06/01/2015 12:00:00 AM,Department of Housing Preservation and Development,WATER LEAK,Closed,AUDUBON AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.85475226342506,-73.9279561698981,1429606800.0,12,4,1
2087827,04/25/2015 04:02:39 PM,05/01/2015 03:17:40 PM,Department for the Aging,Housing - Low Income Senior,Closed,,Senior Address,BROOKLYN,,,1429923759.0,4,4,5
1627974,04/19/2015 09:37:00 AM,04/20/2015 12:00:00 PM,BCC - Brooklyn North,Sanitation Condition,Closed,,Street,BROOKLYN,40.71116718908291,-73.94889161762502,1429425420.0,9,4,6
1124892,04/29/2015 10:49:10 PM,04/30/2015 01:30:51 AM,New York City Police Department,Blocked Driveway,Closed,130 STREET,Street/Sidewalk,QUEENS,40.68066394050832,-73.81130730922645,1430293750.0,10,4,2
1056334,04/04/2015 02:08:51 AM,04/04/2015 08:35:47 AM,New York City Police Department,Noise - Commercial,Closed,AVENUE N,Store/Commercial,BROOKLYN,40.61896074794264,-73.9265825301071,1428102531.0,2,4,5
288074,04/28/2015 12:00:00 AM,04/28/2015 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Closed,MANNING STREET,1-2 Family Dwelling,BRONX,40.83703412882722,-73.85203321296241,1430211600.0,12,4,1
2086874,04/24/2015 08:50:03 PM,01/29/2016 12:09:02 PM,Department of Parks and Recreation,New Tree Request,Closed,87TH ST,,QUEENS,40.706586951708935,-73.8626562876518,1429854603.0,8,4,4
1622653,04/16/2015 05:41:00 PM,04/18/2015 12:00:00 PM,A - Brooklyn,Dirty Conditions,Closed,NEW JERSEY AVENUE,Sidewalk,BROOKLYN,40.670200086156676,-73.89442140058003,1429152060.0,5,4,3
1622605,04/16/2015 02:25:11 PM,05/08/2015 09:05:00 AM,Department of Transportation,Street Condition,Closed,RAMBLEWOOD AVENUE,,STATEN ISLAND,40.544938144221646,-74.15441902243933,1429140311.0,2,4,3
399949,04/13/2015 06:57:41 AM,04/13/2015 10:27:00 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,WEST 139 STREET,Street/Sidewalk,MANHATTAN,40.822852743574146,-73.95374134832547,1428897461.0,6,4,0
1596885,04/02/2015 06:57:00 PM,04/02/2015 07:10:00 PM,Department of Environmental Protection,Water System,Closed,68 AVE,,QUEENS,40.71117371458011,-73.87242197122747,1427947020.0,6,4,3
699586,04/06/2015 06:57:17 PM,04/06/2015 06:58:10 PM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,P.O. Box,Unspecified,,,1428292637.0,6,4,0
27317,04/06/2015 06:13:32 PM,04/07/2015 02:58:05 AM,Department of Transportation,Highway Condition,Closed,,Highway,STATEN ISLAND,,,1428290012.0,6,4,0
1610802,04/10/2015 02:32:00 PM,04/09/2015 12:15:00 AM,Department of Transportation,Street Light Condition,Pending,,,MANHATTAN,,,1428622320.0,2,4,4
1643678,04/28/2015 09:52:00 PM,04/30/2015 08:45:00 PM,Department of Environmental Protection,Noise,Closed,,,MANHATTAN,40.87160417453865,-73.9150585722331,1430203920.0,9,4,1
2077250,04/10/2015 05:57:55 PM,04/10/2015 09:29:04 PM,New York City Police Department,Noise - Residential,Closed,GREEN STREET,Residential Building/House,BROOKLYN,40.73352109539151,-73.95706162951997,1428634675.0,5,4,4
1027685,04/22/2015 10:49:48 PM,04/22/2015 11:19:02 PM,New York City Police Department,Noise - Street/Sidewalk,Closed,SOUTH    4 STREET,Street/Sidewalk,BROOKLYN,40.708652422178716,-73.95406586999786,1429688988.0,10,4,2
1617263,04/14/2015 06:05:21 PM,05/08/2015 08:30:00 AM,Department of Transportation,Street Condition,Closed,OAKDALE STREET,,STATEN ISLAND,40.54558725542313,-74.15546397838047,1428980721.0,6,4,1
1631055,04/20/2015 12:36:00 PM,05/04/2015 07:13:00 AM,Department of Environmental Protection,Water Quality,Closed,MULBERRY CIR,,STATEN ISLAND,40.598462285287965,-74.16596869692837,1429522560.0,12,4,0
2073122,04/04/2015 11:07:17 PM,04/05/2015 12:51:15 AM,New York City Police Department,Noise - Residential,Closed,GLENMORE AVENUE,Residential Building/House,BROOKLYN,40.67126099639528,-73.9089366546867,1428134837.0,11,4,5
2071975,04/03/2015 09:42:26 PM,04/03/2015 10:52:25 PM,New York City Police Department,Noise - Residential,Closed,WEST 163 STREET,Residential Building/House,MANHATTAN,40.83731981281557,-73.94101398732823,1428043346.0,9,4,4
720194,04/16/2015 12:00:00 AM,04/23/2015 12:00:00 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,WEST   30 STREET,RESIDENTIAL BUILDING,BROOKLYN,40.573620845456965,-73.9961267998414,1429174800.0,12,4,3
842698,04/28/2015 12:00:00 AM,05/14/2015 12:00:00 AM,Department of Housing Preservation and Development,APPLIANCE,Closed,JEROME AVENUE,RESIDENTIAL BUILDING,BRONX,40.87192356525657,-73.89022499554281,1430211600.0,12,4,1
26790,04/18/2015 03:48:24 PM,04/18/2015 04:15:27 PM,New York City Police Department,Noise - Street/Sidewalk,Closed,,Street/Sidewalk,MANHATTAN,40.765675880669974,-73.97623531488374,1429318104.0,3,4,5
2090504,04/28/2015 02:47:32 PM,05/04/2015 04:37:10 PM,Department for the Aging,Housing - Low Income Senior,Closed,,Senior Address,BRONX,,,1430178452.0,2,4,1
45207,04/27/2015 07:42:33 AM,04/30/2015 03:34:36 PM,Department of Consumer Affairs,Consumer Complaint,Closed,,,BROOKLYN,40.68688694192003,-73.87907416569347,1430109753.0,7,4,0
53995,04/14/2015 07:47:57 AM,04/14/2015 11:34:05 AM,New York City Police Department,Derelict Vehicle,Closed,EAST 99 STREET,Street/Sidewalk,BROOKLYN,40.65020822455857,-73.90516702397923,1428986877.0,7,4,1
802847,04/18/2015 10:54:11 PM,04/18/2015 10:54:49 PM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,NYC Street Address,Unspecified,,,1429343651.0,10,4,5
696589,04/03/2015 12:00:00 AM,04/07/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,75 ROAD,RESIDENTIAL BUILDING,QUEENS,40.72606018867407,-73.80827082776129,1428051600.0,12,4,4
707030,04/09/2015 12:00:00 AM,04/27/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,165 STREET,RESIDENTIAL BUILDING,QUEENS,40.69856681578469,-73.78995733604552,1428570000.0,12,4,3
1604219,04/07/2015 02:46:00 PM,06/05/2015 03:05:00 PM,Department of Environmental Protection,Water System,Closed,168 ST,,QUEENS,40.77047011785717,-73.79693667239916,1428363960.0,2,4,1
708920,04/09/2015 12:00:00 AM,04/27/2015 12:00:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,165 STREET,RESIDENTIAL BUILDING,QUEENS,40.69856681578469,-73.78995733604552,1428570000.0,12,4,3
72660,04/18/2015 10:28:03 PM,04/18/2015 10:57:21 PM,New York City Police Department,Noise - Commercial,Closed,EAST 85 STREET,Club/Bar/Restaurant,MANHATTAN,40.777036978994204,-73.95184510206916,1429342083.0,10,4,5
1618194,04/14/2015 11:35:00 AM,04/14/2015 12:00:00 PM,Queens West 02,Sanitation Condition,Closed,39 AVENUE,Street,QUEENS,40.7487701640337,-73.90865385939045,1429000500.0,11,4,1
1046496,04/27/2015 03:07:33 PM,10/20/2015 05:42:50 AM,Department of Transportation,Street Sign - Missing,Closed,6 STREET,Street,BROOKLYN,40.672737461415316,-73.98842802114963,1430093253.0,3,4,0
1634250,04/22/2015 05:42:26 PM,,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Open,56 STREET,Street,BROOKLYN,40.642316691183375,-74.01478087731947,1429670546.0,5,4,2
726558,04/20/2015 12:00:00 AM,04/28/2015 12:00:00 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,WEST  187 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.851793472810506,-73.92795575997519,1429520400.0,12,4,0
710242,04/10/2015 11:04:27 PM,04/11/2015 01:11:28 AM,New York City Police Department,Noise - Commercial,Closed,STEINWAY STREET,Club/Bar/Restaurant,QUEENS,40.767535884544785,-73.91204328591014,1428653067.0,11,4,4
