,Created Date,Closed Date,Agency Name,Complaint Type,Status,Street Name,Location Type,Borough,Latitude,Longitude,created_timestamp,created_hour,created_month,created_day
1319154,08/27/2015 07:04:57 PM,09/18/2015 10:17:45 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,GATES PLACE,RESIDENTIAL BUILDING,BRONX,40.882602520771066,-73.8839546757793,1440648297.0,7,8,3
2176908,08/08/2015 11:02:40 PM,08/09/2015 04:12:43 AM,New York City Police Department,Noise - Residential,Closed,,Residential Building/House,BROOKLYN,40.66613417819051,-73.88490802481506,1439020960.0,11,8,5
1175229,08/13/2015 01:33:17 PM,08/18/2015 03:12:00 PM,Department of Housing Preservation and Development,ELECTRIC,Closed,EAST  139 STREET,RESIDENTIAL BUILDING,BRONX,40.808564150225074,-73.91954607440405,1439418797.0,1,8,3
1200825,08/02/2015 09:13:47 PM,08/02/2015 09:39:17 PM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,MANHATTAN,40.75725658725952,-73.98582167954895,1438496027.0,9,8,6
807061,08/04/2015 08:44:00 AM,08/04/2015 08:44:00 AM,Department of Environmental Protection,Water System,Open,EAST   16 STREET,,BROOKLYN,40.60981697566977,-73.95754457219306,1438667040.0,8,8,1
2192783,08/30/2015 12:05:46 AM,08/30/2015 06:55:35 AM,New York City Police Department,Noise - Residential,Closed,142 STREET,Residential Building/House,QUEENS,40.66905215981794,-73.79759149928128,1440925546.0,12,8,6
1817511,08/22/2015 09:09:00 AM,09/05/2015 06:00:00 PM,Department of Environmental Protection,Noise,Closed,EAST END AVE,,MANHATTAN,40.7737652330705,-73.94563388783924,1440223740.0,9,8,5
1795247,08/09/2015 01:22:00 PM,,Queens East 10,Litter Basket / Request,Open,,Sidewalk,QUEENS,,,1439072520.0,1,8,6
819252,08/07/2015 11:19:24 AM,08/07/2015 07:10:00 PM,Department of Transportation,Street Condition,Closed,,,MANHATTAN,40.81636162300424,-73.95408907230077,1438935564.0,11,8,4
986749,08/31/2015 10:19:05 PM,09/04/2015 06:17:19 PM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,FT WASHINGTON AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.84295242891106,-73.94194507139741,1441005545.0,10,8,0
696214,08/18/2015 04:53:47 PM,,Department of Parks and Recreation,Overgrown Tree/Branches,Open,76 STREET,Street,QUEENS,40.69483588546078,-73.86672301883446,1439862827.0,4,8,1
807850,08/04/2015 08:50:37 AM,08/04/2015 08:51:03 AM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,NYC Street Address,Unspecified,,,1438667437.0,8,8,1
1300693,08/29/2015 11:48:23 AM,08/31/2015 04:19:13 PM,Department of Transportation,Street Condition,Closed,GATES AVENUE,Street,BROOKLYN,40.68494317353157,-73.96171894349942,1440838103.0,11,8,5
1240883,08/20/2015 04:47:26 PM,09/22/2015 11:34:23 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,BRUCKNER BOULEVARD,RESIDENTIAL BUILDING,BRONX,40.817309855811295,-73.89369306215481,1440035246.0,4,8,3
1016756,08/07/2015 04:01:57 PM,08/13/2015 12:25:39 PM,Department of Transportation,Street Condition,Closed,,Street,BROOKLYN,40.61578861383398,-74.01212760504384,1438909317.0,4,8,4
976691,08/28/2015 11:31:58 AM,09/04/2015 02:58:53 PM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,WEST  139 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.822852743574146,-73.95374134832547,1440750718.0,11,8,4
809188,08/05/2015 12:24:54 PM,08/19/2015 09:52:36 PM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,WINTHROP STREET,RESIDENTIAL BUILDING,BROOKLYN,40.6583805105113,-73.9295774899843,1438766694.0,12,8,2
1028131,08/25/2015 09:50:46 AM,09/08/2015 01:10:25 AM,Department of Housing Preservation and Development,OUTSIDE BUILDING,Closed,ST NICHOLAS AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.853326751527035,-73.93078807631736,1440485446.0,9,8,1
237066,08/12/2015 05:20:36 PM,08/20/2015 12:38:03 PM,Department of Transportation,Broken Muni Meter,Closed,,Street,STATEN ISLAND,40.62528052057206,-74.13547605743615,1439346036.0,5,8,2
1797980,08/11/2015 03:31:21 PM,12/31/2015 12:00:00 AM,Department of Buildings,Elevator,Closed,ERDMAN PLACE,,BRONX,40.86358679195128,-73.82304788251626,1439253081.0,3,8,1
1803020,08/14/2015 02:03:00 PM,08/17/2015 12:00:00 PM,Queens East 12,Missed Collection (All Materials),Closed,154 STREET,Sidewalk,QUEENS,40.696122092659,-73.79968388744464,1439506980.0,2,8,4
1294572,08/19/2015 11:43:14 AM,08/24/2015 07:12:27 AM,Department of Housing Preservation and Development,PLUMBING,Closed,ST MARKS AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.67403895854097,-73.92874260993761,1439973794.0,11,8,2
1266540,08/18/2015 05:13:42 PM,12/15/2015 12:28:29 PM,Department of Parks and Recreation,Overgrown Tree/Branches,Closed,104 STREET,Street,QUEENS,40.694103182965996,-73.84290954804922,1439864022.0,5,8,1
1812590,08/19/2015 12:00:00 AM,08/31/2015 12:00:00 AM,Department of Health and Mental Hygiene,Standing Water,Closed,SHOREFRONT PARKWAY,3+ Family Apartment Building,QUEENS,40.58625255058293,-73.80712407651548,1439974800.0,12,8,2
734165,08/19/2015 07:58:27 PM,,Department of Parks and Recreation,Damaged Tree,Assigned,,Street,QUEENS,40.67902428919621,-73.73672128081377,1439960307.0,7,8,2
1789726,08/06/2015 03:19:00 PM,08/07/2015 12:00:00 PM,Manhattan 05,Sanitation Condition,Closed,5 AVENUE,Sidewalk,MANHATTAN,40.76072697825847,-73.9756053760746,1438820340.0,3,8,3
801424,08/02/2015 12:31:33 PM,08/05/2015 08:10:33 PM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,BROADWAY,RESIDENTIAL BUILDING,MANHATTAN,40.82585426980617,-73.95085586927941,1438507893.0,12,8,6
87511,08/25/2015 11:34:26 AM,08/30/2015 08:10:00 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,WEST  139 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.81577984087635,-73.93688205551344,1440491666.0,11,8,1
1788228,08/05/2015 10:38:00 PM,08/05/2015 10:38:00 PM,Department of Environmental Protection,Water System,Closed,,,MANHATTAN,40.8501890345593,-73.9396362577399,1438760280.0,10,8,2
931149,08/03/2015 12:35:17 PM,08/19/2015 01:06:27 AM,Department of Consumer Affairs,Consumer Complaint,Closed,NORTHERN BOULEVARD,,QUEENS,40.75346092475122,-73.91968481352149,1438594517.0,12,8,0
811294,08/05/2015 08:31:04 PM,08/05/2015 08:31:57 PM,HRA Benefit Card Replacement,Benefit Card Replacement,Closed,,NYC Street Address,Unspecified,,,1438752664.0,8,8,2
1310388,08/26/2015 05:18:55 PM,09/08/2015 08:55:03 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,WOODHAVEN BOULEVARD,RESIDENTIAL BUILDING,QUEENS,40.694030576019934,-73.85233615490249,1440555535.0,5,8,2
1131612,08/13/2015 01:25:42 PM,09/21/2015 01:27:59 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,BAY   17 STREET,RESIDENTIAL BUILDING,BROOKLYN,40.604140125669254,-74.00710171205516,1439418342.0,1,8,3
422616,08/06/2015 12:56:46 AM,08/06/2015 05:39:23 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,WALTON AVENUE,Street/Sidewalk,BRONX,40.833944976618454,-73.92014055539474,1438855006.0,12,8,3
1259637,08/27/2015 08:32:50 PM,,Department of Parks and Recreation,Overgrown Tree/Branches,Open,70 AVENUE,Street,QUEENS,40.70191872372886,-73.89750166050223,1440653570.0,8,8,3
1017072,08/24/2015 02:39:31 AM,08/24/2015 05:25:15 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,118 STREET,Street/Sidewalk,QUEENS,40.67794574307653,-73.82107445869588,1440373171.0,2,8,0
1030097,08/07/2015 12:14:41 PM,08/30/2015 04:52:08 PM,Department of Housing Preservation and Development,WATER LEAK,Closed,EASTERN PARKWAY,RESIDENTIAL BUILDING,BROOKLYN,40.668678599787704,-73.92905113642485,1438938881.0,12,8,4
1258341,08/17/2015 12:25:30 AM,08/17/2015 02:20:19 AM,New York City Police Department,Noise - Street/Sidewalk,Closed,,Street/Sidewalk,BRONX,40.82519920288273,-73.91475287229026,1439803530.0,12,8,0
1139687,08/13/2015 04:39:05 AM,08/19/2015 09:30:57 AM,Department of Parks and Recreation,Dead Tree,Closed,AVENUE T,Street,BROOKLYN,40.623329513285384,-73.90639037443042,1439429945.0,4,8,3
1809875,08/18/2015 10:58:58 PM,08/18/2015 10:59:50 PM,Operations Unit - Department of Homeless Services,Homeless Person Assistance,Closed,43RD STREET,,QUEENS,,,1439884738.0,10,8,1
2190473,08/29/2015 01:49:05 AM,08/29/2015 02:28:34 AM,New York City Police Department,Noise - Residential,Closed,CAMBRIDGE PLACE,Residential Building/House,BROOKLYN,40.68631335755035,-73.96338760159652,1440802145.0,1,8,5
1262091,08/23/2015 10:20:13 AM,08/23/2015 11:43:19 AM,New York City Police Department,Homeless Encampment,Closed,,Park/Playground,BROOKLYN,40.57480361606634,-73.9735278635962,1440314413.0,10,8,6
1816442,08/21/2015 02:46:00 PM,08/27/2015 12:00:00 PM,BCC - Brooklyn North,Missed Collection (All Materials),Closed,GRAND STREET,Sidewalk,BROOKLYN,40.7134602748696,-73.95874828450539,1440114360.0,2,8,4
1325759,08/25/2015 09:48:31 AM,08/28/2015 04:24:26 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,EAST NEW YORK AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.672598634197115,-73.91012086419342,1440485311.0,9,8,1
1272751,08/27/2015 09:42:22 PM,08/27/2015 11:36:55 PM,New York City Police Department,Noise - Vehicle,Closed,,Street/Sidewalk,MANHATTAN,40.8231203785256,-73.95049657580658,1440657742.0,9,8,3
1783448,08/03/2015 09:56:00 AM,08/04/2015 12:00:00 PM,Bronx 10,Missed Collection (All Materials),Closed,RESEARCH AVENUE,Sidewalk,BRONX,40.844892333379214,-73.81934233834794,1438584960.0,9,8,0
268878,08/19/2015 05:21:04 PM,08/20/2015 03:36:35 PM,DOB Inspections - Queens,Construction,Closed,161 STREET,Street Address,QUEENS,40.788458507272956,-73.80128392560431,1439950864.0,5,8,2
1186250,08/16/2015 03:49:19 PM,09/03/2015 10:00:40 AM,Department of Housing Preservation and Development,GENERAL,Closed,ANDREWS AVENUE SOUTH,RESIDENTIAL BUILDING,BRONX,40.85270109704317,-73.91460918250749,1439686159.0,3,8,6
1200971,08/17/2015 07:28:42 PM,09/21/2015 11:34:18 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,CORTELYOU ROAD,RESIDENTIAL BUILDING,BROOKLYN,40.64404449904061,-73.95751919041031,1439785722.0,7,8,0
1782510,08/02/2015 09:18:00 AM,08/03/2015 10:38:00 AM,Department of Transportation,Street Light Condition,Closed,COLERIDGE STREET,,BROOKLYN,40.57957471770063,-73.9505294942837,1438496280.0,9,8,6
2178163,08/10/2015 08:16:27 PM,08/10/2015 08:55:12 PM,New York City Police Department,Noise - Residential,Closed,,Residential Building/House,QUEENS,40.671857763645015,-73.81754353200273,1439183787.0,8,8,0
2186322,08/22/2015 11:33:50 PM,08/23/2015 03:36:11 AM,New York City Police Department,Noise - Residential,Closed,PROSPECT PLACE,Residential Building/House,BROOKLYN,40.67592619297238,-73.96053441955016,1440232430.0,11,8,5
1016995,08/13/2015 12:02:44 PM,08/13/2015 02:51:45 PM,New York City Police Department,Homeless Encampment,Closed,,Park/Playground,QUEENS,40.711811958728255,-73.78784512221729,1439456564.0,12,8,3
818172,08/03/2015 04:45:58 PM,08/04/2015 07:41:01 AM,Department of Finance,DOF Literature Request,Closed,,,Unspecified,,,1438566358.0,4,8,0
824395,08/10/2015 09:16:29 AM,08/10/2015 01:13:26 PM,New York City Police Department,Noise - Street/Sidewalk,Closed,HOOPER STREET,Street/Sidewalk,BROOKLYN,40.707839768263405,-73.95355786037437,1439187389.0,9,8,0
258762,08/07/2015 08:05:34 PM,,Taxi and Limousine Commission,For Hire Vehicle Complaint,Assigned,,Street,MANHATTAN,40.78168806521378,-73.94896025850578,1438923934.0,8,8,4
1826474,08/28/2015 03:59:00 PM,08/28/2015 05:05:00 PM,Department of Transportation,Traffic Signal Condition,Closed,,,STATEN ISLAND,40.63212088499189,-74.13283108601058,1440723540.0,3,8,4
1263331,08/17/2015 10:42:08 AM,08/22/2015 01:08:29 AM,Department of Housing Preservation and Development,APPLIANCE,Closed,HOLLAND AVENUE,RESIDENTIAL BUILDING,BRONX,40.8700581754875,-73.8652654296978,1439797328.0,10,8,0
925098,08/12/2015 09:40:44 AM,10/21/2015 09:42:17 AM,Department of Parks and Recreation,Dead Tree,Closed,RHINELANDER AVENUE,Street,BRONX,40.8515978273489,-73.85439734556125,1439361644.0,9,8,2
905175,08/25/2015 03:25:40 PM,09/02/2015 10:13:57 AM,Department of Housing Preservation and Development,PAINT/PLASTER,Closed,BUSHWICK AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.68814105386948,-73.91573940478034,1440462340.0,3,8,1
697030,08/23/2015 10:33:34 AM,08/23/2015 10:33:55 AM,Taxi and Limousine Commission,For Hire Vehicle Report,Closed,99 STREET,Street,QUEENS,40.728101739634674,-73.85479345838125,1440315214.0,10,8,6
1311409,08/31/2015 10:48:31 AM,09/01/2015 03:02:23 AM,New York City Police Department,Illegal Parking,Closed,EAST 96 STREET,Street/Sidewalk,MANHATTAN,40.7848662982225,-73.9485786619811,1441007311.0,10,8,0
1076768,08/31/2015 02:45:05 PM,09/11/2015 03:48:18 PM,Department of Housing Preservation and Development,FLOORING/STAIRS,Closed,ST JOHNS PLACE,RESIDENTIAL BUILDING,BROOKLYN,40.67084810912233,-73.93564935800116,1440978305.0,2,8,0
223305,08/01/2015 10:23:37 AM,10/16/2015 09:42:07 AM,Department of Health and Mental Hygiene,Indoor Sewage,Closed,ROSEDALE AVENUE,1-2 Family Dwelling,BRONX,40.83199373806956,-73.86930302919254,1438413817.0,10,8,5
1020857,08/25/2015 03:16:24 PM,09/07/2015 01:32:00 PM,Department of Housing Preservation and Development,GENERAL,Closed,YORK AVENUE,RESIDENTIAL BUILDING,MANHATTAN,40.76772459590328,-73.9530973267934,1440461784.0,3,8,1
46752,08/25/2015 06:52:24 PM,06/03/2016 09:24:06 AM,Department of Housing Preservation and Development,DOOR/WINDOW,Closed,WEST  107 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.79958038448954,-73.96160245331143,1440474744.0,6,8,1
814246,08/10/2015 01:21:38 PM,08/11/2015 07:09:27 AM,Department of Finance,DOF Literature Request,Closed,,,Unspecified,,,1439158898.0,1,8,0
1809072,08/18/2015 04:07:00 PM,08/18/2015 04:07:00 PM,Department of Transportation,Street Light Condition,Closed,,,BROOKLYN,40.62910450688753,-74.0346392012843,1439860020.0,4,8,1
1277457,08/22/2015 06:34:29 AM,09/11/2015 09:58:47 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,GRAND STREET,RESIDENTIAL BUILDING,BROOKLYN,40.711226412656714,-73.95259241576329,1440214469.0,6,8,5
749811,08/24/2015 02:02:32 AM,08/24/2015 02:52:44 AM,New York City Police Department,Noise - Commercial,Closed,ROGERS AVENUE,Club/Bar/Restaurant,BROOKLYN,40.63952960074872,-73.95128855589117,1440370952.0,2,8,0
2180721,08/15/2015 09:57:42 PM,08/16/2015 05:54:07 AM,New York City Police Department,Noise - Residential,Closed,223 STREET,Residential Building/House,QUEENS,40.659018724647865,-73.7585374768841,1439621862.0,9,8,5
1241973,08/21/2015 02:49:56 PM,08/26/2015 01:04:08 PM,Department of Housing Preservation and Development,HPD Literature Request,Closed,,,Unspecified,,,1440114596.0,2,8,4
1103771,08/11/2015 01:20:45 PM,09/07/2015 04:07:02 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,WEST  204 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.864560389614645,-73.92154994150562,1439245245.0,1,8,1
2185215,08/21/2015 10:59:51 PM,08/22/2015 03:18:16 AM,New York City Police Department,Noise - Residential,Closed,DAVIDSON AVENUE,Residential Building/House,BRONX,40.85438126611421,-73.90800274062997,1440143991.0,10,8,4
1268639,08/27/2015 11:04:50 AM,08/27/2015 01:19:06 PM,New York City Police Department,Illegal Parking,Closed,BEACH 101 STREET,Street/Sidewalk,QUEENS,40.58509734988783,-73.82268411479096,1440662690.0,11,8,3
1130694,08/14/2015 12:12:23 AM,09/04/2015 09:27:12 AM,Department of Housing Preservation and Development,PLUMBING,Closed,AVENUE N,RESIDENTIAL BUILDING,BROOKLYN,40.6335682619274,-73.89449376611581,1439543543.0,12,8,4
1820892,08/25/2015 04:23:00 PM,08/26/2015 11:20:00 AM,Department of Environmental Protection,Water System,Closed,,,QUEENS,,,1440465780.0,4,8,1
1234455,08/15/2015 01:31:44 AM,08/19/2015 11:52:29 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,OSBORNE PLACE,RESIDENTIAL BUILDING,BRONX,40.85520796225555,-73.9159037021937,1439591504.0,1,8,5
1787478,08/05/2015 10:55:00 AM,08/06/2015 12:00:00 PM,Manhattan 08,Missed Collection (All Materials),Closed,EAST   77 STREET,Sidewalk,MANHATTAN,40.77170806997603,-73.95524989174089,1438761300.0,10,8,2
1800618,08/12/2015 04:06:54 PM,08/13/2015 12:00:00 AM,Department of Buildings,General Construction/Plumbing,Closed,LORIMER STREET,,BROOKLYN,40.703624464138066,-73.94863772159445,1439341614.0,4,8,2
1793842,08/08/2015 04:24:00 PM,08/08/2015 08:00:00 PM,Department of Environmental Protection,Water System,Closed,DR MARTIN L KING JR BLVD,,BRONX,40.84118723497785,-73.92685771524201,1438997040.0,4,8,5
1285367,08/15/2015 10:44:29 PM,08/23/2015 01:42:53 PM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,59 STREET,RESIDENTIAL BUILDING,BROOKLYN,40.630144506962615,-73.99911374143701,1439624669.0,10,8,5
2175304,08/07/2015 07:46:51 PM,08/07/2015 08:37:32 PM,New York City Police Department,Non-Emergency Police Matter,Closed,,Street/Sidewalk,BRONX,40.83679383348417,-73.8466779881566,1438922811.0,7,8,4
1803291,08/14/2015 11:58:10 AM,09/09/2015 12:00:00 AM,Department of Buildings,Building/Use,Closed,10 STREET,,QUEENS,40.76217705055778,-73.94031886297114,1439542690.0,11,8,4
926316,08/12/2015 07:08:58 AM,08/12/2015 12:20:17 PM,New York City Police Department,Illegal Parking,Closed,NAUGHTON AVENUE,Street/Sidewalk,STATEN ISLAND,40.58166926208053,-74.08979996689702,1439352538.0,7,8,2
201849,08/17/2015 10:51:09 AM,08/17/2015 03:20:50 PM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,QUEENS,40.71714853340187,-73.86242529555008,1439797869.0,10,8,0
1102618,08/03/2015 10:33:22 AM,08/11/2015 01:35:42 PM,Department of Housing Preservation and Development,FLOORING/STAIRS,Closed,NEW YORK AVENUE,RESIDENTIAL BUILDING,BROOKLYN,40.66847455830328,-73.94783569696033,1438587202.0,10,8,0
2176518,08/08/2015 11:03:20 PM,08/09/2015 05:18:47 AM,New York City Police Department,Noise - Residential,Closed,DAVIDSON AVENUE,Residential Building/House,BRONX,40.861403787976336,-73.90321733819738,1439021000.0,11,8,5
1795429,08/10/2015 10:36:00 AM,08/10/2015 11:25:00 AM,Department of Environmental Protection,Water System,Closed,109 ST,,QUEENS,40.700682559083596,-73.84102588045705,1439192160.0,10,8,0
1034973,08/31/2015 01:03:04 PM,09/09/2015 01:10:56 AM,Department of Housing Preservation and Development,GENERAL,Closed,ADEE AVENUE,RESIDENTIAL BUILDING,BRONX,40.86964099347917,-73.86294502334195,1440972184.0,1,8,0
800482,08/01/2015 09:56:59 AM,08/27/2015 09:39:32 AM,Department of Housing Preservation and Development,ELECTRIC,Closed,EAST  214 STREET,RESIDENTIAL BUILDING,BRONX,40.87969393094673,-73.8645226621042,1438412219.0,9,8,5
1036451,08/12/2015 09:52:07 PM,08/13/2015 03:27:28 AM,New York City Police Department,Illegal Parking,Closed,,Street/Sidewalk,MANHATTAN,40.864808649063725,-73.9193623369752,1439362327.0,9,8,2
1110710,08/17/2015 12:00:00 AM,09/16/2015 12:00:00 AM,Department of Health and Mental Hygiene,Rodent,Closed,HENDRIX STREET,1-2 Family Mixed Use Building,BROOKLYN,40.663421380288575,-73.88671133970169,1439802000.0,12,8,0
2186424,08/22/2015 06:49:08 PM,08/22/2015 07:22:44 PM,New York City Police Department,Noise - Residential,Closed,EAST 163 STREET,Residential Building/House,BRONX,40.82788148852184,-73.91954439753127,1440215348.0,6,8,5
1829785,08/31/2015 03:55:00 PM,08/26/2015 12:20:00 AM,Department of Transportation,Street Light Condition,Pending,,,BRONX,,,1440982500.0,3,8,0
1214858,08/07/2015 03:11:21 PM,08/18/2015 04:40:44 PM,Department of Transportation,Sidewalk Condition,Closed,,Sidewalk,BROOKLYN,40.66797515538532,-73.98730056986984,1438906281.0,3,8,4
826527,08/11/2015 01:53:27 PM,10/22/2015 01:47:24 PM,Taxi and Limousine Commission,Taxi Complaint,Closed,,Street,MANHATTAN,40.755923521455934,-73.97488884870609,1439247207.0,1,8,1
1064676,08/31/2015 05:44:55 PM,09/12/2015 01:10:08 PM,Department of Housing Preservation and Development,ELECTRIC,Closed,WALTON AVENUE,RESIDENTIAL BUILDING,BRONX,40.831983298228174,-73.92129203712298,1440989095.0,5,8,0
147858,08/17/2015 10:53:34 AM,11/16/2015 02:32:15 PM,Department of Transportation,Street Condition,Closed,46 AVENUE,Street,QUEENS,40.75880331064332,-73.76571630572087,1439798014.0,10,8,0
809929,08/05/2015 07:10:23 AM,08/05/2015 10:02:01 AM,New York City Police Department,Blocked Driveway,Closed,SNEDIKER AVENUE,Street/Sidewalk,BROOKLYN,40.661942503054036,-73.89910576865783,1438747823.0,7,8,2
1814352,08/20/2015 12:00:00 AM,08/31/2015 12:00:00 AM,Department of Health and Mental Hygiene,Standing Water,Closed,EAST  101 STREET,1-2 Family Dwelling,BROOKLYN,40.64657681425266,-73.8986605405146,1440061200.0,12,8,3
1118389,08/12/2015 02:16:03 PM,08/25/2015 01:09:15 AM,Department of Housing Preservation and Development,APPLIANCE,Closed,EAST  117 STREET,RESIDENTIAL BUILDING,MANHATTAN,40.79619446055222,-73.93373319556389,1439334963.0,2,8,2
1318714,08/19/2015 02:16:47 PM,08/27/2015 07:19:36 AM,Department of Housing Preservation and Development,UNSANITARY CONDITION,Closed,LINCOLN PLACE,RESIDENTIAL BUILDING,BROOKLYN,40.67304532692255,-73.96403657420483,1439939807.0,2,8,2
1811844,08/19/2015 05:46:00 PM,08/19/2015 05:46:00 PM,BCC - Brooklyn South,Derelict Vehicles,Pending,,Street,BROOKLYN,40.62040194766659,-73.96048439959483,1439952360.0,5,8,2
1805746,08/16/2015 08:51:00 AM,08/16/2015 08:51:00 AM,Department of Environmental Protection,Water System,Closed,STERLING PL,,BROOKLYN,40.677546884911436,-73.97484986076142,1439704260.0,8,8,6
1784240,08/03/2015 07:17:00 PM,08/04/2015 12:00:00 PM,BCC - Brooklyn South,Sanitation Condition,Closed,COLUMBIA STREET,Street,BROOKLYN,40.68992032027312,-74.00034256114834,1438575420.0,7,8,0
930349,08/14/2015 11:21:24 PM,08/15/2015 02:50:37 AM,New York City Police Department,Noise - Park,Closed,FISH AVENUE,Park/Playground,BRONX,40.86386838142353,-73.84724102189436,1439540484.0,11,8,4
1207087,08/01/2015 11:49:20 PM,08/02/2015 05:44:02 AM,New York City Police Department,Blocked Driveway,Closed,256 STREET,Street/Sidewalk,QUEENS,40.6597270721595,-73.72904821505185,1438418960.0,11,8,5
1129884,08/02/2015 12:16:13 PM,08/13/2015 08:45:39 AM,Department of Housing Preservation and Development,HEAT/HOT WATER,Closed,ROCKAWAY PARKWAY,RESIDENTIAL BUILDING,BROOKLYN,40.65582291686336,-73.91420885158338,1438506973.0,12,8,6
